_id,word1,word2
5382,የተስተካከለ,"Qajeeelaa, Qajeeltuu, Tolaa"
5383,የተረገመ,Abaaramaa
5384,የተረጋገጠ,"Mirkanaa’ina, Qabatamaa"
5385,የተረጋገጥ,Mirkanaa’ina
5386,የተሸሸገ,Kan dhokatee
5387,የተሸጠ,Gurgurama
5388,የተሻለ,Caalaa
5389,የተሻሻለ,"Fooya’aa, Foyya’aa"
5390,የተቀናጀ,Qindaa’a
5391,የተቀየረ,Jijjiiramaa
5392,የተቀደደ,"Baqaqaa, Cirama, Tarsa’aa"
5393,የተቆላ,Akaawwa
5394,የተቆረጠ,Murama
5395,የተቆራረጠ,Ciccitaa
5396,የተቆጠረ,Lakka’amaa
5397,የተበላሸ,Kan babbade
5398,የተበተነ,Manca’a
5399,የተበታተነ,Firfirfama
5400,የተቦካ,Buka’a
5401,የተነጠፈ,Afamaa
5402,የተናቀ,Tutuffatamaa
5403,የተከለከለ,Dhoorkaa
5404,የተከመረ,Tuulamaa
5405,የተከማቸ,"Tullama, Tuullama"
5406,የተከበረ,Kabajamaa
5407,የተከበሩ,Kabajamoo
5408,የተካፈለ,Qoodama
5409,የተወሰነ,Kan murteessame
5410,የተወሳሰበ,Kan caalaatti wal xaxaate
5411,የተወረሰ,Kan dhaalaame
5412,የተወቀጠ,Tumamaa
5413,የተወደደች,Jaallatamtuu
5414,የተወጋች,Waranamtuu
5415,የተዋሀደ,Makamaa
5416,የተዘረጋ,Diriiraa
5417,የተዘጋጀ,Qixaa’aa
5418,የተያያዘ,Walqabata
5419,የተደመረ,"Ida’ama, Ida’amaa"
5420,የተደረገ,Godhamaa
5421,የተደባለቀ,Makamaa
5422,የተገመተ,Tilmaama
5423,የተገነባ,Ijaarama
5424,የተገደደ,Dirqamaa
5425,የተጋለጠ,Saaxila’e
5426,የተጠላለፈ,"Walmaraa, Walxaxaa"
5427,የተጠላች,Jibbamtuu
5428,የተጠመጠመ,Xaxaa
5429,የተጣመመ,Jallo
5430,የተፈጠረ,Uumamaa
5431,የታሰረ,"Hidhama, Hidhamaa"
5432,የታቀፈ,Haamatama
5433,የታየ,Muul’ataa
5434,የታደሰ,Haaromaa
5435,የትዉልድ ቀን,Guyya-Dhalota
5436,የነጣ,Addaataa
5437,የነጣ ነጭ,Addaataa
5438,የናንተ,Keessaan
5439,የኔ,"Kiyaa, Kiyyaa, Tiyya"
5440,የኛ,"Keenya, Teenya"
5441,የኛም,Keenyas
5442,የአየር ሁኔታ,Haala-Qilleensaa
5443,የአይን አር,Ciimmaa
5444,የዓለም መጨረሻ ቀን,Aakiraa
5445,የእግር ጣት,Quba-Miillaa
5446,የካቲት,Guraandhala
5447,የወለዱ ሴቶች,Dubartoota
5448,የወደቀ,Kufaa
5449,የዋህ,"Laafeessa, Laafoo"
5450,የዋለ,Oolaa
5451,የደረቀ,"Goga, Gogaa"
5452,የደነዘ,Doomaa
5453,የደነዘዘ,Adoodaa
5454,የግል,Dhuunfaa
5455,የጎን አጥንት,Cinaachaa
5456,የጎድን አጥንት,Cinaacha
5457,የጓጎለ,Quranqurawa
5458,የጠቆረ,Gurraacha’a
5459,የጤና ባለሞያ,Hogeessafayya
5460,የጥርስ ሳሙና,Saamunaa ilkaanii
5461,የጦር መሳሪያ,Qawwee
5462,የጫማ ሶል,Soolitti
5463,የፀሎት ቦታ,Waldaa
5464,የፈላ,"Damfa, Danfaa"
5465,የፈካ,Cululuqaa
5466,ዩኒቨርሲቲ,Yuunivaristii
5467,ያህል,Ammas
5468,ያለቅጥ,Gita malee
5469,ያለበለዚያ,Kana malee
5470,ያለፈ,Kan darbe
5471,ያለፍላጎት,Fedhimalee
5472,ያላገባች,Qaree
5473,ያልሆነ,Kan hin taane
5474,ያልሰላ,Doomaa
5475,ያልበሰለ,Xobbee
5476,ያልተማረ,Doofaa
5477,ያልተሟላ,Waan hanqina qabu
5478,ያልተሰላ,Doomaa
5479,ያልተረጋገጠ,Kan hin mirkanoofne
5480,ያልተገኘ,Kan hin argamne
5481,ያልተገደበ,Kan hin dhorkamne
5482,ያልታወቀ,Kan hin beekamne
5483,ያመሰግናል,Nigalateeffata
5484,ያም,"Sanas, Sunis"
5485,ያሳያል,Nimul’isa
5486,ያሳፍራል,Qaaniidhaa
5487,ያስረዳሉ,Ni’ibsu
5488,ያስቀጣል,Namagaafachisa
5489,ያስፈልገናል,Nubarbaachisa
5490,ያስፈልገኛል,Nabarbaachisa
5491,ያረጀ,"Dullooma, Dulloomaa, Moofaa"
5492,ያርዳሉ,Niqalu
5493,ያሻልሃል/ይሻልሻል,Siwayyaa
5494,ያበደ,Maraataa
5495,ያበጠ,Bokokaa
5496,ያብዳሉ,Nimaraatu
5497,ያነሰ,Xinnoo
5498,ያነባል,Nidubbisa
5499,ያንሳል,Nixiqqaata
5500,ያንተ,Kanke
5501,ያው,Sanuma
5502,ያዉ ነዉ,Sanuma
5503,ያዉቃሉ,Nibeeku
5504,ያዘ,Qabee
5505,ያዘሽ/ህ,Siqabe
5506,ያዘች,Qabatee
5507,ያዘኝ,Naqabatte
5508,ያዙ,Qabadha
5509,ያዙለት,Qabaafii
5510,ያዙልኝ,Naaqabaa
5511,ያዝ,Qabii
5512,ያዝነ,Qabnee
5513,ያዝና,Qabadhuutii
5514,ያዝን,"Qabane, Qabaneem"
5515,ያደረ,"Bula!, Bultee"
5516,ያደረች,Bultuu
5517,ያገባች,Heerumtu
5518,ያገባች ሴት,Nadheen
5519,ያጎድላል,Nihir’isa
5520,ያጣሉ,Nidhabu
5521,ያጣች,Dhabduu
5522,ዬቱ,Kami
5523,ዬት,Eesaa?
5524,ዬት ቦታ,Eessaatti
5525,ዬት ነዉ,Eessatti
5526,ዬትም,Eessattuu
5527,ዬትኛው,Kam
5528,ዬትኛዉ,Kamtu
5529,ዬትአለ,Mere?
5530,ይሀዉ,"Kunoo, Kuunnoo"
5531,ይሁን,"Haata’u, Hatahu"
5532,ይሁንና,Yaa ta’uutii
5533,ይሄ,"Kana, Kun"
5534,ይሄም,Kuniis
5535,ይህ,Kun
5536,ይህን ያክል,Hammana
5537,ይሆናል,Nita’a
5538,ይሉኝታ,Jette jettee
5539,ይልቅ,Kan caalu
5540,ይመሳሰላሉ,Walfakkaatu
5541,ይመክራሉ,Nigorsu
5542,ይመጣሉ,Nidhufu
5543,ይሙት,Haadu’u
5544,ይሰማል,Dhagahama?
5545,ይሰጣል,Nikenna
5546,ይቀመጣሉ,Nitaa’u
5547,ይቅርታ,"Dhiifama, Ofkalchaa"
5548,ይቅርታ!,Ofkolchaa!
5549,ይበላል,Ninyaata
5550,ይበልጣል,Nicaala
5551,ይበርዳል,Niqoora
5552,ይብለጥ,Haacaalu
5553,ይብላ,Haanyaatuu
5554,ይታረዳል,Niqalama
5555,ይቸገራል,Nirakkata
5556,ይቻላል,"Hindanda’ama, Ni danda’ama, Nidanda’ama, Nidnda’ama"
5557,ይችላሉ,Nidanda’u
5558,ይችላል,Nidanda’a
5559,ይኖረዋል,Niqabaata
5560,ይከለከላል,Nudhoorkaama
5561,ይከብዳል,Nijabaata
5562,ይወለድ,Haadhalattuu
5563,ይዞታ,Qabiyyee
5564,ይያዛል,Niqabama
5565,ይይዙኛል,Naqabuu
5566,ይገርማል,Ajaa’iba
5567,ይገባል,Nigala
5568,ይጨልማል,Nidukkanawa
5569,ይፃፋል,Nibarreeffama
5570,ደሀ,Hiyyeesa
5571,ደሐ,Iyyeesa
5572,ደሃ,"Hiyyeesa, Hiyyeesaa, Iyyeesa"
5573,ደሀየ,Hiyyoome
5574,ደህነት,Hiyyummaa
5575,ደህና,"Fayyaa, Nagaa"
5576,ደህንነት,Nageenya
5577,ደለል,Biyyoo
5578,ደመረ,Ida’aa
5579,ደመና,Duumessa
5580,ደመናማ,Duummessaa’aa
5581,ደመወዝ,Miindaa
5582,ደሙ,Dhiigan
5583,ደማሪ,Ida’ataa
5584,ደማቅ,Ifaa
5585,ደም,"Dhiga, Dhiiga"
5586,ደምር,Ida’a
5587,ደምቡ,Heerrii
5588,ደምብ,"Heera, Imaammata"
5589,ደሞዝ,"Miindaa, Mindaa"
5590,ደሴቶች,Iddoowwan
5591,ደስተኛ,Gammadaa
5592,ደስታ,"Gammaachuu, Gammachuu"
5593,ደረሰ,"Ga’e, Gahee"
5594,ደረሰች,Geessee
5595,ደረሰኝ,Naga’ee
5596,ደረሱ,"Dhaqqabani, Ga’an, Ga’anii"
5597,ደረቀ,"Goge, Gogee"
5598,ደረቅ,"Gogaa, Gogduu"
5599,ደረት,"Laphee, Qoma"
5600,ደረጃ,"Sadarka, Sadarkaa"
5601,ደረጃዎች,Sadarkaalee
5602,ደራሲ,"Barreesaa, Barreessaa"
5603,ደራስያን,Barressota
5604,ደርሰዋል,Gahaniiru
5605,ደርዘን,Darzana
5606,ደቂቃ,Daqiiqaa
5607,ደቂቃዎች,Daqiiqoota
5608,ደበቀ,Dhookse
5609,ደበደበ,Gobee
5610,ደቡባዊ,Kan kibbaa
5611,ደቡብ,"Kibba, Kibbaa"
5612,ደብረዘይት,Bishooftuu
5613,ደብተር,Dabtarii
5614,ደብዛዛ,"Dimimiisa, Duumessaa’aa"
5615,ደብደቦህ,Situmetu
5616,ደብዳቤ,"Dhaamsa, Xalayaa"
5617,ደቦ,"Dabboo, Daboo"
5618,ደነቆረ,Duude
5619,ደነዘዘ,Adoode
5620,ደነገጠ,"Na’e, Rifate"
5621,ደነገጥን,Hinnaane
5622,ደን,Bosona
5623,ደንቆሮ,Duudaa
5624,ደንበኛ,"Maamiila, Maamila"
5625,ደንበኝነት,"Maamiloomuu, Mamilumaa"
5626,ደንበኞች,"Maamila, beedee"
5627,ደንብ,"Heera, Seera uumamaa, Unkaa"
5628,ደንቦች,Unkaalee
5629,ደንዛዛ,Hadoodaa
5630,ደከመ,Dadhabe
5631,ደከመዉ,Dhadhabee
5632,ደካማ,Dadhabaa
5633,ደወል,Bilbila
5634,ደዉል,Bilbilli
5635,ደደብ,Dadhabaa
5636,ደጋ,Baddaa
5637,ደጋን,Daganii
5638,ደጋፊ,Deegarra
5639,ደግመዉ,Irradeebi’anii
5640,ደግሞ,Itti dabalee
5641,ደግነት,Arjuuma
5642,ደፈረሰ,Boor’aee
5643,ደፈነ,Cuqqaalee
5644,ደፋሪ,Gudeeda
5645,ደፋር,Ija-jabeessa
5646,ዱላ,Dullaa
5647,ዱሪይነት,Sagaaggaltuu
5648,ዱርዬ,"Kashalabbee, Kashalabee"
5649,ዱሮ,"Duraan, Durii"
5650,ዱሮም,Duraanuu
5651,ዱሮዉንም,Durumaanu
5652,ዱቄት,"Daakkuu, Daakuu"
5653,ዱቄጽ,Daakuu
5654,ዱባ,"Buqee, Buqqee"
5655,ዱቤ,Duube
5656,ዱንካን,Dunkaana
5657,ዱካ,Dukaa
5658,ዱዳ,Duudaa
5659,ዲሞክራሲ,"Diimokiraatawaa, Diimokraasii, Diimookraasii"
5660,ዲሞክራሲያዊ,Dimokraasi
5661,ዲሞክራሳዊ,Diimokiraatawaa
5662,ዲቃላ,Diiqaalaa
5663,ዲናሞ,Dinaamoo
5664,ዲያቆን,Daaqunii
5665,ዲያቢሎስ,Diyaabiloos
5666,ዲያብሎስ,Ibliisa
5667,ዲግሪ,Digrii
5668,ዲፕሎም,Diploomaa
5669,ዳለቻ,Daalachaa
5670,ዳመና,Duumeesa
5671,ዳቦ,Daabboo
5672,ዳነ,Fayye
5673,ዳንሰ,Shubisa
5674,ዳንስ,"Shubbisuu, sirbuu"
5675,ዳኛ,Abbaa murtii
5676,ዳኪዬ,"Daakiyyeen, Dakiyee"
5677,ዳክዩ,Daakkiyyee
5678,ዳክዬ,Daakkiyyee
5679,ዳያሜትር,Diyaametirii
5680,ዳይሬክተር,Daarakteera
5681,ዳዴ ማለት,Da’immaa
5682,ዳገት,Tabba
5683,ዳጉሳ,Daagujjaa
5684,ዳግማዊ,Lammeessoo
5685,ዴስክ,"Deskii, m injaala"
5686,ድሀ,Miskiina
5687,ድሐ,Miskiina
5688,ድህነት,"Hiyyumaa, Hiyyummaa, Miskiinumaa"
5689,ድል,"Injifannoo, Injiffannoo"
5690,ድልድይ,Dildila
5691,ድሎተኛ,"Sooressa, qabeessa"
5692,ድሎት,Qananii
5693,ድመት,Adurree
5694,ድመቶች,Adurroota
5695,ድምር,Ida’ama
5696,ድምቀት,Dammaqii
5697,ድምበር,"Daangaa, Dangaa"
5698,ድምብላል,Dimbilaala
5699,ድምዳሜ,Guduunfaa
5700,ድምጽ,Ida’ama
5701,ድምፅ,Sagalee
5702,ድምጾች,Sagaleewwan
5703,ድረቁ,Gogga
5704,ድራማ,Diraamaa
5705,ድራፍት,Diraafti
5706,ድር,Kirrii
5707,ድርሻ,"Ga’ee, Gahee, Hambaa, Hariiroo, Qoddannoo, Qoodda"
5708,ድርቀት,Gogiinsa
5709,ድርቅ ያለ,Qaqa’aa
5710,ድርቆሽ,Hookaa
5711,ድርድር,Jaarsummaa
5712,ድርጀት,Dhaabbata
5713,ድርጅት,Dhaabata
5714,ድርጊቱ,Gochi
5715,ድርጊት,"Gocha, Gochaa, Hojii"
5716,ድሮስ!,Silaas
5717,ድብ,Qarambullee
5718,ድብልቅ,"Makaa, Walkeessa, Walmakaa"
5719,ድብቅ,Dhoksaa
5720,ድብብቆሽ,Dhokachoo
5721,ድንቅ,Dinqii
5722,ድንበር,"Daangaa, Daangaan"
5723,ድንች,"Dinicha, Dinnicha, Mosee"
5724,ድንቾች,Dinnichotaa
5725,ድንክ,Gabaabaa
5726,ድንክዬ,Dinkii
5727,ድንኳን,Dunkaana
5728,ድንገተኛ,Tasummaa
5729,ድንጉጥ,"Na’aa, Naatuu"
5730,ድንጋይ,"Dhagaa, Dhakaa"
5731,ድንጋጤ,"Naasuu, Rifanoo"
5732,ድንግል,Durba
5733,ድንግልና,Dubrummaa
5734,ድኩላ,Dikkula
5735,ድካም,Dadhabbii
5736,ድክመት,Dadhabbii
5737,ድድ,Hidhii
5738,ድጋሚ,Lameessoo
5739,ድጋፍ,"Deeggarsa, Hirkoo"
5740,ድግስ,Dhangaa guddaa
5741,ድግሪ,Digirii
5742,ድግግሞች,Deddeebii
5743,ድፍርስ,"Boor’aee, Boora’aa, Booru, Booruu"
5744,ድፍድፍ,Difdifa
5745,ዶላር,Dollara
5746,ዶሴ,Faayila
5747,ዶሮ,"Handaaqqoo, Hindaaqoo, Lukku"
5748,ዶክተር,Doktara
5749,ጀልባ,Doonii
5750,ጀመረ,"Eegale, Jalqabe"
5751,ጀመረች,Jalqabde
5752,ጀመሩ,Jalqaban
5753,ጀማሪ,"Eegaluu, Jalqabaa, Jalqabdu"
5754,ጀምረዋል,Jalqabaniranii
5755,ጀምሩ,"Eegalaa, Jalqabaa"
5756,ጀምሮ,Jalqabee
5757,ጀርም,Jarmii
5758,ጀርባ,"Dugda, Duudda"
5759,ጀበና,Jabanaa
5760,ጀብዱ,Jabduu
5761,ጀት,Jeettii
5762,ጀግና,Goota
5763,ጀግንነት,"Gootumaa, Gootummaa"
5764,ጀግኖች,Gootota
5765,ጁመዐ,Jimmaata
5766,ጁባ,Migira
5767,ጃንጥላ,Dibaabee
5768,ጃፓን,Jaappan
5769,ጄት,Jetti
5770,ጅል,"Goowwaa, Joonja’aa"
5771,ጅልነት,Jufunfulummaa
5772,ጅማ,Jimmaa
5773,ጅማ ከተማ,Magaalajimmaa
5774,ጅማሬ,Jalqabi
5775,ጅማት,Jimmaatii
5776,ጅምላ,"Jimla, Wali galatti"
5777,ጅምር,Ida’ama
5778,ጅረት,Laga xinnoo
5779,ጅራት,Eegee
5780,ጅራፍ,Liichoo
5781,ጅብ,"Waraabeesa, Waraabeysa"
5782,ጅኒ,Jinnii
5783,ጅንጅብል,Jijimbila
5784,ጆሮ,Gurra
5785,ጆኒያ,Jooniyyaa
5786,ገሐነም,Azaaba
5787,ገሃነም,Gahaanam
5788,ገለልተኛ,Imbaabsa
5789,ገለባ,Galabaa
5790,ገለጸ,Ibse
5791,ገለፀ,Ibse
5792,ገለፁ,Ibsan
5793,ገለፃ,Ibsuu
5794,ገላጭ,Ibsituu
5795,ገልቱ,Galtu
5796,ገመተ,Tilmaame
5797,ገመቱ,Tilmmaamaan
5798,ገመድ,"Funyoo, Sibaagoo"
5799,ገመጠ,Cufattee
5800,ገማ,"Aja’ee, Ajaawe"
5801,ገማች,Tilmaamaa
5802,ገረፈ,Reebee
5803,ገበያ,Gabaa
5804,ገቡ,Lixxanii
5805,ገቢ,Galii
5806,ገቢያ,Gabaa
5807,ገባ,Seenee
5808,ገባች,"Galte, Lixee"
5809,ገባን,Hinseene
5810,ገባዉ,Gaaleefi
5811,ገብስ,"Garbbu, Garbuu"
5812,ገብተዉ,"Lixxanii, Seenani"
5813,ገብን,Gabaa
5814,ገነቡ,Ijaaran
5815,ገነት,Jannata
5816,ገና,Sichi
5817,ገንቡ,Ijaaraa
5818,ገንቢ,Ijaartuu
5819,ገንብተን,Ijaareetuu
5820,ገንዘብ,"Horii, Mahaallaqa"
5821,ገንፎ,Marqaa
5822,ገዥ,Bulchaa
5823,ገደለ,Ajjeese
5824,ገደል,"Bawaa, Bool’a, Boola, Bowwaa, Hallayyaa"
5825,ገዳም,"Gamoo, gadaamii"
5826,ገዳይ,Ajjeesaa
5827,ገጠር,"Baadiyaa, Baadiyyaa"
5828,ገጣሚ,"Walaleessaa, walaleessituu"
5829,ገጽ,Fuula
5830,ገፅ,Fuula
5831,ገፅታ,Haala
5832,ገፋ,Dhibbee
5833,ገፋኝ,Nadhiibe
5834,ገፍተዉ,Dhiibanii
5835,ገፍቶ,Dhibbee
5836,ጉልህ,Ifaan
5837,ጉልሕ,Guddaa
5838,ጉልበተኛ,Humna qabeessaa
5839,ጉልበት,Jilba
5840,ጉልቻ,Saamaawaaraa kan miilla sadii qabu
5841,ጉማሬ,Roobii
5842,ጉም,Hurrii
5843,ጉምሩክ,Gumruuk
5844,ጉረኛ,"Ofjajaa, Oftuultuu"
5845,ጉረኝነት,Oftuulummaan
5846,ጉሬዛ,Weennii
5847,ጉርሻ,Gurshaa
5848,ጉርብትና,Ollummaa
5849,ጉርድ ፎቶ,Suurxiqqoo
5850,ጉሮሮ,"Kokkee, qoonqoo"
5851,ጉበት,Tiruu
5852,ጉባኤ,Yaa’ii
5853,ጉብኝት,Daawwannoo
5854,ጉቦ,"Gunaa, matta’aa"
5855,ጉተተ,Harkise
5856,ጉትቻ,Gutichaa
5857,ጉቶ,Gufuu
5858,ጉንዳን,Goondaa
5859,ጉንፋን,Qufaa
5860,ጉዞ,Deemsa
5861,ጉዲፈቻ,Guddifachaa
5862,ጉዳ,Miidhi
5863,ጉዳተኛ,Miidhaama
5864,ጉዳቱ,Miidhaansaa
5865,ጉዳት,"Dhibbaa, Miidha, Miidhaa"
5866,ጉዳቶች,Miidhaaleen
5867,ጉዳይ,"Dhimma, Haajaa"
5868,ጉድለት,"Hanqina, Hir’ina, Hir’inaa"
5869,ጉድጓድ,"Bool’a, Boolla"
5870,ጉጂ,Gujii
5871,ጉጉት,Hawwii
5872,ጊቢ,Qe’ee
5873,ጊንጥ,"Gawisoo, gabloo"
5874,ጊዜ,Yaroo
5875,ጊዜያዊ,Kan yeroo gabaabaa
5876,ጊጋ ባይት,Giggabayitii
5877,ጋለበ,Gulufe
5878,ጋላቢ,Gulufaa
5879,ጋሪ,Gaarii
5880,ጋር,Wajjin
5881,ጋሻ,Gaachana
5882,ጋቢ,"Bulukkoo, Gaabii"
5883,ጋባዥ,"Afeertuu, Affeera"
5884,ጋብቻ,Gaa’ela
5885,ጋብዝ,Affeerri
5886,ጋን,Okkote
5887,ጋዜጠኛ,"Gaazexeessaa, Gaazexessaa"
5888,ጋዜጠኛነት,Gaazexeessummaa
5889,ጋዜጠኞች,Gaazexeessitoota
5890,ጋዜጣ,Gaazexaa
5891,ጋዜጦች,Gaazexoota
5892,ጋዝ,Boba’aa
5893,ጋጋሪ,Tolchituu
5894,ጌታ,"Goftaa, Gooftaa"
5895,ጌጥ,Faayaa
5896,ግለሰብ,"Dhunfaa, Nama dhuunfaa"
5897,ግለፅ,Ibsi
5898,ግል,Dhuunfaa
5899,ግልባጭ,Garagalcha
5900,ግልጋሎት,Tajaajilli
5901,ግልፅ,"Halaala, Ifaa, Ifaan"
5902,ግልፅ ነዉ,Ifaadha
5903,ግልፅነት,"Iftooma, Iftoomina"
5904,ግመል,Gaala
5905,ግማሹ,Walakaan
5906,ግማሽ,"Gartokkee, Walakkaa"
5907,ግማት,"Ajaa, Xira’a"
5908,ግም,Ajaa’aa
5909,ግምቢ,Gimbii
5910,ግምቦት,Caamsaa
5911,ግምት,"Tilmaama, Tilmaami"
5912,ግረፉ,Reebaa
5913,ግራ,"Bitaa, Bitaachaa"
5914,ግራር,Birbirsa
5915,ግራየገባዉ,Joonja’aa
5916,ግርዛት,Dhaqna qabaa
5917,ግቡ,"Galaa, Lixxaa, Seennaa"
5918,ግቢ,Qee’ee
5919,ግቢዎች,Qee’eewwan
5920,ግባ,Seeni
5921,ግብር,Gibira
5922,ግብዣ,Afeerraa
5923,ግብጽ,Gibxi
5924,ግብፅ,Gibtsii
5925,ግነት,Irra darbaa
5926,ግን,Garuu
5927,ግንበኛ,Ijaartota
5928,ግንባር,Adda
5929,ግንባታ,"Ijaarsa, Ijaarsaa"
5930,ግንባታዉ,Ijaarsi
5931,ግንኙነት,"Qunnaamtii, Walitti dhufeenya, Walqunnamtii"
5932,ግንዛቤ,Hubannoo
5933,ግንዱ,Jirmicha
5934,ግንድ,Damee
5935,ግኝት,"Argannaa, Argannoo"
5936,ግዙ,Bitadha
5937,ግዙ/ግዥ,Bitaa
5938,ግዛት,"Bittaa, Bulchiinsa"
5939,ግዜ,Yeroo
5940,ግዜ ነዉ,Yaroodha
5941,ግዢ,Bittaa
5942,ግዥ,Bitaa
5943,ግዴታ,Dirqama
5944,ግድብ,Hidha
5945,ግድገዳ,Gidaara
5946,ግጥሚያ,Wal dorgommii
5947,ግጥም,Walaloo
5948,ግጥሞች,Walaloowwan
5949,ግፉ,Dhibaa
5950,ግፊት,Dhibaa
5951,ግፊያ,Dhiibbaa
5952,ግፍ,"Cubbuu, Nagaroo"
5953,ጎል,Gollii
5954,ጎመን,Raafuu
5955,ጎመጀ,Kajeelu
5956,ጎምዛዛ,Dhangagga’a
5957,ጎሳ,Gosaa
5958,ጎረምሳ,Dargaggeessa
5959,ጎረቤት,"Olla, Ollaa"
5960,ጐረቤት,Ollaa
5961,ጎራ ማለት,Goruu
5962,ጎራ በሉ,Asgorii
5963,ጎራ አልን,Gooree
5964,ጎርፍ,Lolaa
5965,ጎበኘ,Daawate
5966,ጎበዝ,Cimaa
5967,ጎበዞች,Ciicimoo
5968,ጎብኚ,Daawwataa
5969,ጎተተ,Harkise
5970,ጎታች,"Harkiftuu, Harkisaa"
5971,ጎትቱ,Harkisaa
5972,ጎን,Bukee
5973,ጎንደር,Gondor
5974,ጎንፎ,Marqaa
5975,ጎደለ,"Hanqatee, Hir’dhate"
5976,ጎደሎ,Hir’uu
5977,ጎደጎደ,Dhoqee
5978,ጎዳችኝ,Nam’itee
5979,ጎድጓዳ,Golboo
5980,ጎዶሎ,Hir’uu
5981,ጎጆ,Godoo
5982,ጎጆ ቤት,Godoo
5983,ጓሮ,Man duuba
5984,ጓያ,Gaayyoo
5985,ጓደኛ,"Hiriyaa, Hiriyya, Hiriyyaa, Shariika"
5986,ጓደኝነት,"Hiriyumaa, Hiriyummaa"
5987,ጓደኞች,Hiriyooni
5988,ጓዳ,Gola
5989,ጓድ,Jaallee
5990,ጓገኛ,Hiriyaa
5991,ጠለፋ,Butii
5992,ጠሉ,Jibban
5993,ጠላ,"Farsoo, Jibbe"
5994,ጠላት,"Adduwwii, Diina"
5995,ጠላቶች,Diinoota
5996,ጠላች,Jibbite
5997,ጠመኔ,Boronqii
5998,ጠመንጃ,Qawwee
5999,ጠመዝማዛ,Xaxamaa
6000,ጠማማ,"Dabaa, Jalla, Jallaa"
6001,ጠማኝ,Dheebodhee
6002,ጠማው,Dheeboote
6003,ጠረጠረ,Shakke
6004,ጠረጴዛ,"Minjaala, Tarapheezzaa, Xarapheessaarra"
6005,ጠሩ,Waaman
6006,ጠራ,"Ququllaa’e, Waamee"
6007,ጠራች,Waamtee
6008,ጠራጊ,Hartuu
6009,ጠርጣሪ,Shakkituu
6010,ጠቀለለ,Walitti mare
6011,ጠቀመ,Fayade
6012,ጠቀሜታ,Faayidaa
6013,ጠቃሚ,Fayida qabeessa
6014,ጠቅላዩ,Muummicha
6015,ጠቅላይ,Muummee
6016,ጠቆመ,"Agarsiise, Itti agarsiise"
6017,ጠቆረ,Gurraacha’e
6018,ጠቋቆሩ,Gurraacha’anii
6019,ጠበሰ,Waade
6020,ጠበቀ,Eege
6021,ጠበቀች,Eegdee
6022,ጠበኛ,Loltuu
6023,ጠቡ,Xuuxxatanii
6024,ጠቢ,Hodhaa
6025,ጠባ,Xuuxee
6026,ጠባሽ,Waaduu
6027,ጠባቂ,Eegaa
6028,ጠባብ,"Dhiiphoo, Dhiphaa, Dhiphoo"
6029,ጠባብነት,Dhiphina
6030,ጠባች,"Hootee, Xuuxee"
6031,ጠብቁ,Eeggadha
6032,ጠብቅ,Jaabaa
6033,ጠብታ,"Cobsuu, Cophaa"
6034,ጠኔ,Xannee
6035,ጠንቅ,Miidhaa
6036,ጠንቋይ,Moraa
6037,ጠንካራ,"Cimaa, Jabaataa, Jabaatu"
6038,ጠንክረዉ,Jabaatanii
6039,ጠንክሩ,Jabaadha
6040,ጠዋት,Ganama
6041,ጠየቀ,Gaafate
6042,ጠየቀች,Gaafate
6043,ጠያቂ,"Gaafataa, Gaaffatamu, Iyyaafataa"
6044,ጠይም,Magaala
6045,ጠይቁ,Gaafadhaa
6046,ጠጅ,"Daadhii, Dhadhii"
6047,ጠገበ,Qufee
6048,ጠገቡ,Quufan
6049,ጠጠር,Cirracha
6050,ጠጡ,"Dhugaa, Dhuggaa"
6051,ጠጣ,Dhuge
6052,ጠፉ,Badani
6053,ጠፋ,Bade
6054,ጠፍቶ,Badee
6055,ጡሩነት,Gaarummaa
6056,ጡብ,Suphee
6057,ጡት,"Guntuuta, Harma, Muchaa"
6058,ጡንቻ,Irree
6059,ጡጦ,Hootu
6060,ጢምጣም,Martoo
6061,ጢስ,Aara
6062,ጣለች,Gatee
6063,ጣሉ,Gataa
6064,ጣሊያን,Xaaliyaanii
6065,ጣል,Gati
6066,ጣረ,Carraaqe
6067,ጣረ ሞከረ,Carraaqe
6068,ጣረሞት," Dhiphuu du’aa, Dhiphuu du’aa"
6069,ጣርሙስ,Qaruuraa
6070,ጣቃ,Xaaqaa
6071,ጣቢያ,Buufata
6072,ጣት,"Quba, Qubaa"
6073,ጣዝማ ማር,Daamuu
6074,ጣፋጭ,"Mi’aawaa, Mi’ooftuu"
6075,ጤና,Fayyaa
6076,ጤንነት,Nageenya
6077,ጤዛ,"Fiixeensa, Fixeensa"
6078,ጤፍ,"Midhaan, Xaafii"
6079,ጥላ,"Gaaddiddu, Gaaddisa, Gadiduu, Gadiisa, Qabana"
6080,ጥላሼት,Cilaattii
6081,ጥላቻ,"Jibba, Jibbaa"
6082,ጥል,Loli
6083,ጥልፍ,Dhahaa
6084,ጥሎሽ,Gumaata
6085,ጥማት,Dheebuu
6086,ጥም,Dheebuu
6087,ጥምቀት,Cuuphaa
6088,ጥምጣም,Xanxammaa
6089,ጥምጥም,"Maraa, Maree"
6090,ጥረት,"Caraaqa, Carraaqa, Tattaaffii"
6091,ጥረግ,Haqi
6092,ጥሩ,"Bareedaa, Barroo, Bayeessa, Dansaa"
6093,ጥሩ ሽታ,Urga’a
